Cassini CIRS temperature and derived zonal winds  
Latitude is planetocentric, pressure unit is mbar, and wind & uncertainty unit is m/s
Data in each pressure level with varying latitude is saved 

Pressure level 508.1449 mbar
pressure latitude  temperature  wind   wind-uncertainty
  131.14  -22.00     92.090   119.800     7.987
  131.14  -21.00     92.423   135.591     5.567
  131.14  -20.00     92.767   147.540    12.984
  131.14  -19.00     93.134   169.398     7.304
  131.14  -18.00     93.483   193.430     8.044
  131.14  -17.00     93.983   223.795    11.773
  131.14  -16.00     94.489   237.804     9.938
  131.14  -15.00     94.729   245.408     9.976
  131.14  -14.00     94.809   253.010    11.449
  131.14  -13.00     94.786   262.833    10.192
  131.14  -12.00     94.556   273.503    11.060
  131.14  -11.00     93.995   282.141    17.012
  131.14  -10.00     93.163   284.958    16.849
  131.14   -9.00     92.163   285.459    12.365
  131.14   -8.00     91.372   280.116    18.613
  131.14   -7.00     90.663   271.667    17.871
  131.14   -6.00     90.136   262.424    16.340
  131.14   -5.00     89.841   255.885    29.507
  131.14   -4.00     89.699   249.951    47.468
  131.14   -3.00     89.651   245.430    48.020
  131.14   -2.00     89.609   321.444    49.889
  131.14   -1.00     89.548   379.460    53.750
  131.14    0.00     89.464   388.957    51.371
  131.14    1.00     89.377   362.009    48.993
  131.14    2.00     89.280   292.306    48.535
  131.14    3.00     89.175   232.166    45.410
  131.14    4.00     89.068   253.785    42.825
  131.14    5.00     88.998   274.478    40.003
  131.14    6.00     89.012   291.891    38.295
  131.14    7.00     89.128   312.029    23.397
  131.14    8.00     89.307   321.966    16.543
  131.14    9.00     89.540   327.100    17.854
  131.14   10.00     89.636   337.798    19.260
  131.14   11.00     89.638   334.397    15.750
  131.14   12.00     89.530   325.355    12.407
  131.14   13.00     89.396   319.282    11.542
  131.14   14.00     89.190   290.135    11.234
  131.14   15.00     88.796   265.422     8.214
  131.14   16.00     88.374   245.565    13.627
  131.14   17.00     88.024   225.286    13.225
  131.14   18.00     87.595   202.535     7.705
  131.14   19.00     87.171   180.503     8.363
  131.14   20.00     86.903   160.804     7.345
  131.14   21.00     86.635   139.313    10.836
  131.14   22.00     86.416   123.182     6.877
  131.14   23.00     86.247   108.768     7.124
  131.14   24.00     86.026    96.432     7.245
  131.14   25.00     85.833    81.996     8.585
  131.14   26.00     85.712    75.542     7.742
  131.14   27.00     85.619    73.955     5.519
  131.14   28.00     85.512    61.884     5.448
  131.14   29.00     85.402    59.048     5.261
  131.14   30.00     85.199    55.918     6.161
  131.14   31.00     84.783    36.177     5.526
  131.14   32.00     84.334    14.900     4.996
  131.14   33.00     83.995    -4.083     7.561
  131.14   34.00     83.612   -10.978     5.956
  131.14   35.00     83.230    -9.491     3.862
  131.14   36.00     82.895    -3.760     4.158
  131.14   37.00     82.585     5.400     5.656
  131.14   38.00     82.371    23.637     6.122
  131.14   39.00     82.308    50.630     6.203
  131.14   40.00     82.403    80.103     3.571
  131.14   41.00     82.603   116.645     2.813
  131.14   42.00     82.801   129.974     3.402
  131.14   43.00     82.936   116.531     4.562
  131.14   44.00     83.037    69.118     3.246
  131.14   45.00     83.091    48.492     6.406
  131.14   46.00     83.026    27.399     3.235
  131.14   47.00     82.871    17.186     3.850
  131.14   48.00     82.662     8.030     4.335
  131.14   49.00     82.407     1.488     5.644
  131.14   50.00     82.202    -0.769     4.754
  131.14   51.00     82.051     3.773     3.450
  131.14   52.00     81.922    13.994     2.611
  131.14   53.00     81.882    28.842     3.403
  131.14   54.00     81.852    46.578     2.915
  131.14   55.00     81.833    68.772     2.826
  131.14   56.00     82.005    87.403     3.494
  131.14   57.00     82.262    83.604     4.201
  131.14   58.00     82.510    68.945     2.232
  131.14   59.00     82.769    60.545     2.982
  131.14   60.00     83.040    64.368     2.871
  131.14   61.00     83.227    83.192     3.872
  131.14   62.00     83.225    94.796     2.806
  131.14   63.00     83.104    62.933     3.381
  131.14   64.00     82.980    31.701     3.727
  131.14   65.00     82.826    19.452     2.901
  131.14   66.00     82.579     5.056     3.536
  131.14   67.00     82.324    -2.632     3.397
  131.14   68.00     82.048    -6.949     3.905
  131.14   69.00     81.883   -10.482     3.298
  131.14   70.00     81.772   -11.058     3.060
  131.14   71.00     81.645    -8.172     3.844
  131.14   72.00     81.523    -0.115     3.469
  131.14   73.00     81.395    12.071     3.945
  131.14   74.00     81.300    31.284     4.256
  131.14   75.00     81.279    71.876     3.691
  131.14   76.00     81.344    77.755     2.950
  131.14   77.00     81.392    35.492     3.722
  131.14   78.00     81.291    13.755     3.105
  131.14   79.00     81.331    10.708     2.678
  131.14   80.00     81.319    11.893     3.547
  131.14   81.00     81.216    23.083     3.318
  131.14   82.00     81.086    33.546     3.959
  131.14   83.00     81.093    41.580     4.645
  131.14   84.00     81.164    64.924     2.861
  131.14   85.00     81.271    95.063     2.482
  131.14   86.00     81.417    87.187     2.805
  131.14   87.00     81.490    44.344     3.057
  131.14   88.00     81.345    14.677     3.231
  131.14   89.00     80.815     6.568     2.833
  131.14   90.00     80.213    -0.040     3.381

Pressure level 114.5378 mbar
pressure latitude  temperature  wind   wind-uncertainty
  114.54  -90.00     92.446    -6.800     3.638
  114.54  -89.00     91.130    97.706     3.136
  114.54  -88.00     90.486   144.155     2.738
  114.54  -87.00     90.507   142.008     3.017
  114.54  -86.00     90.269   127.298     3.138
  114.54  -85.00     89.567   110.012     3.146
  114.54  -84.00     89.398    83.526     2.668
  114.54  -83.00     89.294    54.742     2.946
  114.54  -82.00     89.152    39.677     2.343
  114.54  -81.00     89.058    26.941     3.567
  114.54  -80.00     88.758    16.265     3.370
  114.54  -79.00     88.732     6.729     2.978
  114.54  -78.00     88.659     2.942     3.567
  114.54  -77.00     88.951     0.332     3.574
  114.54  -76.00     89.145     2.620     2.948
  114.54  -75.00     89.208     4.994     4.729
  114.54  -74.00     89.774    10.474     3.348
  114.54  -73.00     89.812    19.898     3.550
  114.54  -72.00     89.857    41.096     3.387
  114.54  -71.00     89.935    83.301     2.714
  114.54  -70.00     90.052    85.907     3.398
  114.54  -69.00     90.087    43.976     3.082
  114.54  -68.00     90.119    18.788     3.126
  114.54  -67.00     90.102     1.407     3.780
  114.54  -66.00     90.025    -7.666     2.698
  114.54  -65.00     89.925   -13.218     3.744
  114.54  -64.00     89.853   -15.584     3.411
  114.54  -63.00     89.889   -12.311     4.072
  114.54  -62.00     89.901    -6.095     4.064
  114.54  -61.00     89.893     0.125     3.399
  114.54  -60.00     89.805     8.337     4.003
  114.54  -59.00     89.696    15.689     4.441
  114.54  -58.00     89.614    26.975     5.657
  114.54  -57.00     89.641    84.133     4.729
  114.54  -56.00     89.840   138.127     3.943
  114.54  -55.00     90.078   132.553     4.573
  114.54  -54.00     90.049   112.291     5.518
  114.54  -53.00     89.986    95.001     4.785
  114.54  -52.00     89.952    73.608     3.952
  114.54  -51.00     89.909    53.067     4.154
  114.54  -50.00     89.913    37.811     5.275
  114.54  -49.00     89.957    30.179     3.935
  114.54  -48.00     89.964    27.761     4.487
  114.54  -47.00     89.877    34.252     3.993
  114.54  -46.00     89.794    48.383     5.405
  114.54  -45.00     89.821    69.660     5.332
  114.54  -44.00     89.874    97.945     4.047
  114.54  -43.00     89.853   122.473     6.178
  114.54  -42.00     89.719   123.851     4.682
  114.54  -41.00     89.614    84.484     2.923
  114.54  -40.00     89.715    50.339     4.122
  114.54  -39.00     89.851    26.017     5.623
  114.54  -38.00     89.871    10.724     4.254
  114.54  -37.00     89.794    -0.200     5.711
  114.54  -36.00     89.815    -4.444     6.196
  114.54  -35.00     90.030    -8.523     5.135
  114.54  -34.00     90.170    -8.874     5.779
  114.54  -33.00     90.093     2.538     5.140
  114.54  -32.00     90.030    22.051     4.893
  114.54  -31.00     90.099    43.914     4.343
  114.54  -30.00     90.080    50.519     6.298
  114.54  -29.00     90.075    59.797     4.459
  114.54  -28.00     90.143    77.341     5.382
  114.54  -27.00     90.357    74.945     6.078
  114.54  -26.00     90.511    63.021     4.774
  114.54  -25.00     90.598    65.584     5.071
  114.54  -24.00     90.716    81.349     7.046
  114.54  -23.00     90.863   103.880     7.928
  114.54  -22.00     91.164   121.183     8.291
  114.54  -21.00     91.451   137.050     7.490
  114.54  -20.00     91.748   149.213    13.100
  114.54  -19.00     92.080   170.907     7.358
  114.54  -18.00     92.374   195.704     8.275
  114.54  -17.00     92.765   226.937    12.001
  114.54  -16.00     93.121   239.797    10.502
  114.54  -15.00     93.220   245.427    10.505
  114.54  -14.00     93.212   252.238    11.637
  114.54  -13.00     93.139   261.652    10.420
  114.54  -12.00     92.901   271.276    11.715
  114.54  -11.00     92.398   277.923    18.559
  114.54  -10.00     91.670   278.894    19.162
  114.54   -9.00     90.893   278.761    12.743
  114.54   -8.00     90.374   273.778    19.549
  114.54   -7.00     89.906   265.484    18.311
  114.54   -6.00     89.591   257.128    16.836
  114.54   -5.00     89.441   251.545    32.075
  114.54   -4.00     89.395   245.726    50.511
  114.54   -3.00     89.396   240.005    50.849
  114.54   -2.00     89.371   332.057    52.709
  114.54   -1.00     89.312   378.539    56.777
  114.54    0.00     89.222   389.188    54.486
  114.54    1.00     89.124   364.608    52.196
  114.54    2.00     88.993   304.535    51.823
  114.54    3.00     88.826   230.556    48.825
  114.54    4.00     88.629   251.648    46.220
  114.54    5.00     88.437   273.267    42.300
  114.54    6.00     88.286   290.165    39.518
  114.54    7.00     88.198   310.103    23.922
  114.54    8.00     88.163   320.222    17.167
  114.54    9.00     88.182   325.870    18.087
  114.54   10.00     88.108   337.025    19.397
  114.54   11.00     88.037   334.887    16.395
  114.54   12.00     87.994   326.397    12.471
  114.54   13.00     87.941   320.369    12.086
  114.54   14.00     87.885   292.199    12.282
  114.54   15.00     87.645   268.074     8.556
  114.54   16.00     87.364   248.635    13.913
  114.54   17.00     87.163   227.785    13.656
  114.54   18.00     86.836   204.275     8.701
  114.54   19.00     86.442   182.122     8.821
  114.54   20.00     86.182   162.505     7.577
  114.54   21.00     85.910   141.040    11.430
  114.54   22.00     85.668   124.903     7.296
  114.54   23.00     85.487   110.370     7.222
  114.54   24.00     85.280    97.545     7.390
  114.54   25.00     85.145    82.648     8.881
  114.54   26.00     85.064    75.891     8.080
  114.54   27.00     84.963    74.353     6.036
  114.54   28.00     84.820    62.522     6.248
  114.54   29.00     84.659    59.701     5.704
  114.54   30.00     84.376    56.742     6.270
  114.54   31.00     83.861    37.180     5.871
  114.54   32.00     83.368    16.263     5.420
  114.54   33.00     83.059    -2.273     7.687
  114.54   34.00     82.699    -9.450     6.063
  114.54   35.00     82.342    -8.589     4.144
  114.54   36.00     82.008    -3.233     4.257
  114.54   37.00     81.680     5.869     5.869
  114.54   38.00     81.464    23.759     6.293
  114.54   39.00     81.414    50.153     6.328
  114.54   40.00     81.537    79.270     3.807
  114.54   41.00     81.735   115.760     2.923
  114.54   42.00     81.847   129.538     3.434
  114.54   43.00     81.879   116.614     4.775
  114.54   44.00     81.939    69.504     3.539
  114.54   45.00     82.007    48.790     6.424
  114.54   46.00     81.985    27.752     3.618
  114.54   47.00     81.852    17.542     4.736
  114.54   48.00     81.625     8.512     4.607
  114.54   49.00     81.362     2.090     5.895
  114.54   50.00     81.162    -0.332     5.038
  114.54   51.00     81.043     3.889     3.739
  114.54   52.00     80.965    13.864     3.069
  114.54   53.00     80.945    28.588     3.542
  114.54   54.00     80.896    46.377     3.130
  114.54   55.00     80.827    68.402     3.088
  114.54   56.00     80.989    86.695     3.647
  114.54   57.00     81.269    82.995     4.236
  114.54   58.00     81.555    68.601     2.329
  114.54   59.00     81.835    60.194     3.070
  114.54   60.00     82.094    63.939     3.306
  114.54   61.00     82.240    82.881     4.195
  114.54   62.00     82.177    94.732     2.932
  114.54   63.00     81.952    63.127     3.438
  114.54   64.00     81.793    32.258     3.890
  114.54   65.00     81.689    19.963     2.975
  114.54   66.00     81.515     5.560     3.552
  114.54   67.00     81.310    -2.190     3.593
  114.54   68.00     81.031    -6.652     4.000
  114.54   69.00     80.845   -10.436     3.894
  114.54   70.00     80.700   -11.027     3.394
  114.54   71.00     80.524    -8.026     3.979
  114.54   72.00     80.392    -0.035     3.579
  114.54   73.00     80.263    12.107     4.011
  114.54   74.00     80.135    31.333     4.317
  114.54   75.00     80.044    71.925     3.780
  114.54   76.00     80.048    77.840     3.048
  114.54   77.00     80.040    35.548     3.960
  114.54   78.00     79.903    13.762     3.157
  114.54   79.00     79.987    10.620     2.937
  114.54   80.00     80.019    11.732     3.764
  114.54   81.00     79.945    22.886     3.405
  114.54   82.00     79.863    33.361     4.004
  114.54   83.00     79.899    41.616     4.685
  114.54   84.00     79.994    65.252     2.996
  114.54   85.00     80.054    95.422     2.966
  114.54   86.00     80.017    87.406     3.211
  114.54   87.00     79.952    44.423     3.434
  114.54   88.00     79.625    14.846     3.501
  114.54   89.00     78.831     6.828     3.087
  114.54   90.00     77.950    -0.030     3.565

Pressure level 100.025 mbar
pressure latitude  temperature  wind   wind-uncertainty
  100.03  -90.00     91.648    -6.810     3.845
  100.03  -89.00     90.480    96.399     3.283
  100.03  -88.00     89.998   143.495     2.993
  100.03  -87.00     90.031   141.885     3.154
  100.03  -86.00     89.841   126.913     3.192
  100.03  -85.00     89.161   109.553     3.189
  100.03  -84.00     89.024    83.154     2.693
  100.03  -83.00     88.929    54.465     3.074
  100.03  -82.00     88.788    39.370     2.424
  100.03  -81.00     88.662    26.785     3.577
  100.03  -80.00     88.272    16.199     3.429
  100.03  -79.00     88.256     6.646     3.034
  100.03  -78.00     88.215     2.880     3.959
  100.03  -77.00     88.550     0.514     3.695
  100.03  -76.00     88.793     3.302     3.003
  100.03  -75.00     88.891     5.489     4.790
  100.03  -74.00     89.403    10.654     3.454
  100.03  -73.00     89.420    19.802     3.581
  100.03  -72.00     89.482    40.830     3.489
  100.03  -71.00     89.593    83.105     2.788
  100.03  -70.00     89.735    85.757     3.518
  100.03  -69.00     89.732    43.818     3.221
  100.03  -68.00     89.695    18.610     3.141
  100.03  -67.00     89.624     1.132     3.791
  100.03  -66.00     89.518    -8.077     2.746
  100.03  -65.00     89.390   -13.803     3.759
  100.03  -64.00     89.264   -16.226     3.549
  100.03  -63.00     89.191   -12.688     4.224
  100.03  -62.00     89.144    -6.272     4.997
  100.03  -61.00     89.093    -0.157     3.912
  100.03  -60.00     88.952     7.984     4.062
  100.03  -59.00     88.780    15.433     4.692
  100.03  -58.00     88.650    27.129     5.770
  100.03  -57.00     88.695    84.678     4.964
  100.03  -56.00     89.001   138.723     4.011
  100.03  -55.00     89.383   132.934     4.956
  100.03  -54.00     89.461   112.470     5.623
  100.03  -53.00     89.419    95.205     4.887
  100.03  -52.00     89.350    73.691     4.173
  100.03  -51.00     89.252    52.855     4.528
  100.03  -50.00     89.188    37.594     5.410
  100.03  -49.00     89.137    29.968     4.248
  100.03  -48.00     89.069    27.344     5.999
  100.03  -47.00     88.915    33.736     5.066
  100.03  -46.00     88.772    48.098     5.672
  100.03  -45.00     88.800    69.758     5.376
  100.03  -44.00     88.897    98.256     4.182
  100.03  -43.00     88.907   122.680     6.652
  100.03  -42.00     88.803   123.817     5.174
  100.03  -41.00     88.702    84.544     3.789
  100.03  -40.00     88.747    50.271     4.276
  100.03  -39.00     88.817    25.716     5.800
  100.03  -38.00     88.824    10.484     4.283
  100.03  -37.00     88.772    -0.164     5.791
  100.03  -36.00     88.833    -4.200     6.543
  100.03  -35.00     89.078    -8.252     5.292
  100.03  -34.00     89.234    -8.945     6.247
  100.03  -33.00     89.175     2.331     5.700
  100.03  -32.00     89.167    22.395     5.402
  100.03  -31.00     89.291    44.211     5.120
  100.03  -30.00     89.318    50.544     6.424
  100.03  -29.00     89.361    60.110     4.558
  100.03  -28.00     89.483    78.104     5.438
  100.03  -27.00     89.768    75.829     6.695
  100.03  -26.00     89.970    63.393     5.132
  100.03  -25.00     90.039    65.647     5.364
  100.03  -24.00     90.125    81.582     7.400
  100.03  -23.00     90.273   104.560     8.128
  100.03  -22.00     90.562   122.415     8.450
  100.03  -21.00     90.814   138.308     8.215
  100.03  -20.00     91.072   150.702    13.269
  100.03  -19.00     91.362   172.178     7.381
  100.03  -18.00     91.585   197.424     8.318
  100.03  -17.00     91.832   229.181    12.239
  100.03  -16.00     92.009   240.922    10.705
  100.03  -15.00     91.959   244.861    10.574
  100.03  -14.00     91.838   251.009    11.886
  100.03  -13.00     91.673   260.203    10.630
  100.03  -12.00     91.383   269.166    12.113
  100.03  -11.00     90.894   274.227    18.981
  100.03  -10.00     90.245   274.069    19.679
  100.03   -9.00     89.656   274.313    12.869
  100.03   -8.00     89.379   270.246    19.801
  100.03   -7.00     89.126   262.171    18.558
  100.03   -6.00     88.997   254.579    17.184
  100.03   -5.00     88.959   249.442    32.975
  100.03   -4.00     88.985   243.062    53.810
  100.03   -3.00     89.016   234.807    53.911
  100.03   -2.00     89.001   338.464    55.775
  100.03   -1.00     88.954   376.530    60.013
  100.03    0.00     88.882   389.390    57.496
  100.03    1.00     88.803   366.494    54.979
  100.03    2.00     88.668   316.097    54.882
  100.03    3.00     88.472   230.686    51.888
  100.03    4.00     88.224   251.718    49.123
  100.03    5.00     87.955   274.733    45.157
  100.03    6.00     87.687   291.301    40.003
  100.03    7.00     87.440   310.755    24.331
  100.03    8.00     87.231   320.630    18.429
  100.03    9.00     87.066   326.036    18.440
  100.03   10.00     86.881   336.918    19.778
  100.03   11.00     86.779   335.589    16.489
  100.03   12.00     86.795   327.114    12.504
  100.03   13.00     86.813   320.661    12.752
  100.03   14.00     86.868   293.263    13.353
  100.03   15.00     86.745   269.730     8.799
  100.03   16.00     86.575   250.882    14.018
  100.03   17.00     86.479   229.756    14.101
  100.03   18.00     86.235   205.788     9.306
  100.03   19.00     85.881   183.689     9.145
  100.03   20.00     85.632   164.193     7.721
  100.03   21.00     85.364   142.736    11.497
  100.03   22.00     85.108   126.514     7.599
  100.03   23.00     84.921   111.843     7.476
  100.03   24.00     84.734    98.610     7.768
  100.03   25.00     84.646    83.332     9.328
  100.03   26.00     84.588    76.332     8.670
  100.03   27.00     84.475    74.871     6.626
  100.03   28.00     84.304    63.318     7.360
  100.03   29.00     84.104    60.603     6.258
  100.03   30.00     83.769    57.795     6.356
  100.03   31.00     83.184    38.310     6.269
  100.03   32.00     82.648    17.733     5.604
  100.03   33.00     82.344    -0.367     7.975
  100.03   34.00     81.983    -7.921     6.217
  100.03   35.00     81.628    -7.744     4.396
  100.03   36.00     81.287    -2.763     4.317
  100.03   37.00     80.937     6.309     6.073
  100.03   38.00     80.714    23.854     6.989
  100.03   39.00     80.669    49.600     6.417
  100.03   40.00     80.821    78.359     3.990
  100.03   41.00     81.038   114.977     3.876
  100.03   42.00     81.111   129.361     4.128
  100.03   43.00     81.081   116.855     4.998
  100.03   44.00     81.115    69.827     3.914
  100.03   45.00     81.189    48.907     6.448
  100.03   46.00     81.197    27.963     3.923
  100.03   47.00     81.083    17.887     4.968
  100.03   48.00     80.843     9.044     4.675
  100.03   49.00     80.577     2.692     5.937
  100.03   50.00     80.378     0.066     5.045
  100.03   51.00     80.270     3.956     3.762
  100.03   52.00     80.222    13.664     3.322
  100.03   53.00     80.213    28.285     3.651
  100.03   54.00     80.149    46.187     3.613
  100.03   55.00     80.050    68.053     3.232
  100.03   56.00     80.192    85.989     3.694
  100.03   57.00     80.481    82.377     4.284
  100.03   58.00     80.796    68.236     2.671
  100.03   59.00     81.086    59.853     3.193
  100.03   60.00     81.316    63.550     3.539
  100.03   61.00     81.414    82.629     4.216
  100.03   62.00     81.304    94.768     2.954
  100.03   63.00     81.030    63.381     3.504
  100.03   64.00     80.874    32.815     4.001
  100.03   65.00     80.818    20.424     3.005
  100.03   66.00     80.716     6.004     3.566
  100.03   67.00     80.546    -1.828     3.710
  100.03   68.00     80.268    -6.475     4.164
  100.03   69.00     80.064   -10.490     4.533
  100.03   70.00     79.887   -11.006     3.550
  100.03   71.00     79.666    -7.840     4.110
  100.03   72.00     79.531     0.065     3.650
  100.03   73.00     79.418    12.173     4.129
  100.03   74.00     79.289    31.452     4.411
  100.03   75.00     79.165    72.104     3.903
  100.03   76.00     79.132    78.044     3.397
  100.03   77.00     79.077    35.674     4.632
  100.03   78.00     78.913    13.789     3.346
  100.03   79.00     79.022    10.502     3.217
  100.03   80.00     79.073    11.512     3.806
  100.03   81.00     79.005    22.620     3.612
  100.03   82.00     78.944    33.145     4.049
  100.03   83.00     78.998    41.692     4.744
  100.03   84.00     79.112    65.679     3.138
  100.03   85.00     79.153    95.920     3.483
  100.03   86.00     79.034    87.784     3.372
  100.03   87.00     78.898    44.712     3.702
  100.03   88.00     78.523    15.265     3.691
  100.03   89.00     77.697     7.318     3.128
  100.03   90.00     76.788    -0.020     3.615

Pressure level 87.3543 mbar
pressure latitude  temperature  wind   wind-uncertainty
   87.35  -90.00     91.064    -6.820     3.972
   87.35  -89.00     90.300    95.132     3.430
   87.35  -88.00     90.181   142.865     3.235
   87.35  -87.00     90.208   141.782     3.296
   87.35  -86.00     90.051   126.608     3.327
   87.35  -85.00     89.335   109.205     3.243
   87.35  -84.00     89.157    82.863     2.790
   87.35  -83.00     89.025    54.178     3.490
   87.35  -82.00     88.889    38.983     2.591
   87.35  -81.00     88.742    26.538     3.614
   87.35  -80.00     88.271    16.052     3.787
   87.35  -79.00     88.277     6.553     3.249
   87.35  -78.00     88.288     2.869     4.204
   87.35  -77.00     88.678     0.767     3.818
   87.35  -76.00     88.949     3.954     3.185
   87.35  -75.00     89.082     5.824     4.953
   87.35  -74.00     89.489    10.694     3.599
   87.35  -73.00     89.474    19.686     3.679
   87.35  -72.00     89.531    40.694     3.532
   87.35  -71.00     89.638    83.080     2.978
   87.35  -70.00     89.747    85.657     3.728
   87.35  -69.00     89.661    43.550     3.528
   87.35  -68.00     89.532    18.302     3.189
   87.35  -67.00     89.419     0.836     3.806
   87.35  -66.00     89.318    -8.487     2.767
   87.35  -65.00     89.204   -14.448     3.811
   87.35  -64.00     89.064   -17.019     3.814
   87.35  -63.00     88.919   -13.235     4.279
   87.35  -62.00     88.833    -6.580     5.115
   87.35  -61.00     88.761    -0.549     4.251
   87.35  -60.00     88.607     7.532     4.087
   87.35  -59.00     88.407    15.129     4.778
   87.35  -58.00     88.242    27.293     5.780
   87.35  -57.00     88.266    85.333     4.997
   87.35  -56.00     88.571   139.518     4.228
   87.35  -55.00     88.965   133.496     5.175
   87.35  -54.00     89.086   112.770     5.764
   87.35  -53.00     89.054    95.440     5.088
   87.35  -52.00     88.955    73.753     4.198
   87.35  -51.00     88.822    52.583     4.664
   87.35  -50.00     88.714    37.227     5.557
   87.35  -49.00     88.610    29.657     4.718
   87.35  -48.00     88.522    26.926     6.863
   87.35  -47.00     88.370    33.220     5.811
   87.35  -46.00     88.215    47.753     5.709
   87.35  -45.00     88.231    69.767     5.387
   87.35  -44.00     88.314    98.486     4.289
   87.35  -43.00     88.303   122.826     6.989
   87.35  -42.00     88.192   123.684     5.249
   87.35  -41.00     88.054    84.425     4.145
   87.35  -40.00     87.999    50.034     4.371
   87.35  -39.00     88.004    25.407     5.812
   87.35  -38.00     88.028    10.355     4.304
   87.35  -37.00     88.044    -0.036     5.831
   87.35  -36.00     88.178    -3.875     6.757
   87.35  -35.00     88.471    -7.843     5.532
   87.35  -34.00     88.679    -8.779     6.546
   87.35  -33.00     88.702     2.404     6.066
   87.35  -32.00     88.803    22.908     5.931
   87.35  -31.00     88.983    44.636     6.024
   87.35  -30.00     89.048    50.729     6.589
   87.35  -29.00     89.114    60.556     4.591
   87.35  -28.00     89.245    78.950     5.510
   87.35  -27.00     89.527    76.829     7.405
   87.35  -26.00     89.742    63.849     5.721
   87.35  -25.00     89.818    65.669     5.793
   87.35  -24.00     89.909    81.768     7.744
   87.35  -23.00     90.078   105.234     8.386
   87.35  -22.00     90.363   123.577     8.839
   87.35  -21.00     90.598   139.436     8.562
   87.35  -20.00     90.833   152.036    13.606
   87.35  -19.00     91.088   173.256     7.491
   87.35  -18.00     91.238   198.586     8.402
   87.35  -17.00     91.317   230.320    12.482
   87.35  -16.00     91.293   241.045    11.053
   87.35  -15.00     91.098   243.713    10.669
   87.35  -14.00     90.844   249.232    12.008
   87.35  -13.00     90.562   258.241    10.706
   87.35  -12.00     90.203   266.772    12.183
   87.35  -11.00     89.703   270.679    19.059
   87.35  -10.00     89.116   270.207    19.747
   87.35   -9.00     88.661   271.790    13.176
   87.35   -8.00     88.552   269.061    20.900
   87.35   -7.00     88.452   261.218    19.185
   87.35   -6.00     88.457   254.281    18.194
   87.35   -5.00     88.492   249.242    35.134
   87.35   -4.00     88.564   241.922    55.188
   87.35   -3.00     88.610   231.418    55.343
   87.35   -2.00     88.603   341.613    57.269
   87.35   -1.00     88.575   375.185    61.586
   87.35    0.00     88.539   389.586    59.223
   87.35    1.00     88.493   368.589    56.859
   87.35    2.00     88.374   326.458    56.239
   87.35    3.00     88.172   232.975    53.170
   87.35    4.00     87.903   253.530    50.446
   87.35    5.00     87.597   278.199    45.980
   87.35    6.00     87.265   294.590    40.361
   87.35    7.00     86.927   313.357    25.696
   87.35    8.00     86.618   322.695    20.247
   87.35    9.00     86.339   327.296    19.473
   87.35   10.00     86.125   337.361    20.533
   87.35   11.00     86.046   336.432    17.065
   87.35   12.00     86.116   327.489    12.934
   87.35   13.00     86.183   320.264    13.397
   87.35   14.00     86.283   293.529    14.030
   87.35   15.00     86.211   270.589     9.140
   87.35   16.00     86.101   252.467    14.099
   87.35   17.00     86.046   231.365    14.854
   87.35   18.00     85.849   207.184     9.562
   87.35   19.00     85.532   185.224     9.376
   87.35   20.00     85.295   165.799     7.804
   87.35   21.00     85.040   144.292    11.526
   87.35   22.00     84.784   127.934     7.653
   87.35   23.00     84.594   113.146     8.178
   87.35   24.00     84.429    99.637     9.360
   87.35   25.00     84.362    84.089     9.479
   87.35   26.00     84.304    76.904     8.990
   87.35   27.00     84.179    75.487     6.835
   87.35   28.00     83.990    64.211     7.509
   87.35   29.00     83.771    61.643     6.504
   87.35   30.00     83.417    58.977     6.462
   87.35   31.00     82.803    39.520     6.562
   87.35   32.00     82.232    19.320     5.756
   87.35   33.00     81.901     1.656     8.156
   87.35   34.00     81.505    -6.320     6.552
   87.35   35.00     81.124    -6.855     4.786
   87.35   36.00     80.761    -2.261     4.457
   87.35   37.00     80.390     6.769     6.592
   87.35   38.00     80.153    23.941     7.881
   87.35   39.00     80.104    48.992     6.553
   87.35   40.00     80.282    77.371     4.104
   87.35   41.00     80.537   114.204     4.810
   87.35   42.00     80.621   129.292     5.237
   87.35   43.00     80.585   117.145     5.161
   87.35   44.00     80.611    70.070     4.013
   87.35   45.00     80.680    48.895     6.624
   87.35   46.00     80.693    28.114     4.180
   87.35   47.00     80.586    18.280     4.982
   87.35   48.00     80.342     9.645     4.730
   87.35   49.00     80.079     3.294     6.011
   87.35   50.00     79.880     0.425     5.112
   87.35   51.00     79.762     3.993     3.778
   87.35   52.00     79.721    13.435     3.490
   87.35   53.00     79.712    27.973     3.906
   87.35   54.00     79.637    46.007     3.830
   87.35   55.00     79.528    67.735     3.270
   87.35   56.00     79.649    85.334     3.789
   87.35   57.00     79.935    81.798     4.335
   87.35   58.00     80.265    67.890     3.114
   87.35   59.00     80.551    59.512     3.471
   87.35   60.00     80.742    63.201     3.767
   87.35   61.00     80.797    82.478     4.239
   87.35   62.00     80.673    94.904     3.109
   87.35   63.00     80.421    63.653     3.570
   87.35   64.00     80.302    33.290     4.152
   87.35   65.00     80.276    20.795     3.038
   87.35   66.00     80.221     6.348     3.579
   87.35   67.00     80.056    -1.565     3.771
   87.35   68.00     79.777    -6.377     4.302
   87.35   69.00     79.556   -10.584     4.688
   87.35   70.00     79.356   -10.965     3.574
   87.35   71.00     79.104    -7.615     4.166
   87.35   72.00     78.974     0.206     3.720
