Cassini CIRS temperature and derived zonal winds  
Latitude is planetocentric, pressure unit is mbar, and wind & uncertainty unit is m/s
Data in each pressure level with varying latitude is saved 

Pressure level 508.1449 mbar
pressure latitude  temperature  wind   wind-uncertainty
  338.47  -25.00    100.210    60.908     2.882
  338.47  -24.00    100.254    74.938     4.254
  338.47  -23.00    100.317    96.066     1.560
  338.47  -22.00    100.383   110.719     3.447
  338.47  -21.00    100.467   126.568     1.821
  338.47  -20.00    100.609   137.393     3.647
  338.47  -19.00    100.754   158.239     2.846
  338.47  -18.00    100.844   176.522     5.929
  338.47  -17.00    100.924   204.884     3.857
  338.47  -16.00    101.038   224.377     6.326
  338.47  -15.00    101.092   239.348     4.859
  338.47  -14.00    101.111   253.906     6.550
  338.47  -13.00    100.999   274.591     4.759
  338.47  -12.00    100.673   302.039     9.007
  338.47  -11.00    100.163   327.813    12.133
  338.47  -10.00     99.526   340.556     9.579
  338.47   -9.00     98.820   350.808     7.657
  338.47   -8.00     98.100   353.000    12.758
  338.47   -7.00     97.374   351.790    11.248
  338.47   -6.00     96.663   344.756    10.543
  338.47   -5.00     96.027   333.290     9.965
  338.47   -4.00     95.502   320.910    16.692
  338.47   -3.00     95.094   310.610    16.202
  338.47   -2.00     94.787   304.888    17.949
  338.47   -1.00     94.596   347.442    20.126
  338.47    0.00     94.549   386.524    23.996
  338.47    1.00     94.671   358.457    27.865
  338.47    2.00     94.930   314.700    27.366
  338.47    3.00     95.292   317.966    25.740
  338.47    4.00     95.735   333.432    24.299
  338.47    5.00     96.250   345.884    29.886
  338.47    6.00     96.809   360.813    23.664
  338.47    7.00     97.347   371.625    12.263
  338.47    8.00     97.811   370.852    12.133
  338.47    9.00     98.271   357.946    13.053
  338.47   10.00     98.440   351.000     7.737
  338.47   11.00     98.425   331.809     8.700
  338.47   12.00     98.283   312.972     7.983
  338.47   13.00     98.042   300.918     6.150
  338.47   14.00     97.699   263.389     2.503
  338.47   15.00     97.303   237.645     4.431
  338.47   16.00     96.980   217.390     4.291
  338.47   17.00     96.670   201.645     6.820
  338.47   18.00     96.418   185.921     2.542
  338.47   19.00     96.266   168.947     3.841
  338.47   20.00     96.209   151.940     5.093
  338.47   21.00     96.164   131.136     7.359
  338.47   22.00     96.036   114.532     4.702
  338.47   23.00     95.830    99.698     3.534
  338.47   24.00     95.662    89.036     2.265
  338.47   25.00     95.575    76.701     3.850
  338.47   26.00     95.540    73.289     5.871
  338.47   27.00     95.548    73.594     2.741
  338.47   28.00     95.581    61.576     2.683
  338.47   29.00     95.584    59.455     1.613
  338.47   30.00     95.509    54.605     2.635
  338.47   31.00     95.290    31.591     2.938
  338.47   32.00     95.009     7.437     2.766
  338.47   33.00     94.790   -13.783     4.668
  338.47   34.00     94.579   -20.199     2.890
  338.47   35.00     94.417   -16.870     1.864
  338.47   36.00     94.301    -9.019     2.828
  338.47   37.00     94.229     1.867     4.219
  338.47   38.00     94.206    22.566     3.761
  338.47   39.00     94.293    52.974     3.137
  338.47   40.00     94.572    85.668     1.991
  338.47   41.00     94.963   124.924     2.255
  338.47   42.00     95.315   137.693     2.111
  338.47   43.00     95.554   120.313     2.300
  338.47   44.00     95.700    67.643     1.473
  338.47   45.00     95.786    45.686     2.791
  338.47   46.00     95.852    24.202     1.151
  338.47   47.00     95.916    14.322     1.536
  338.47   48.00     95.939     5.033     1.831
  338.47   49.00     95.898    -1.123     3.513
  338.47   50.00     95.797    -2.524     2.468
  338.47   51.00     95.631     2.224     1.503
  338.47   52.00     95.503    12.575     1.171
  338.47   53.00     95.456    28.743     2.258
  338.47   54.00     95.417    47.902     1.646
  338.47   55.00     95.414    70.931     1.208
  338.47   56.00     95.419    89.781     0.958
  338.47   57.00     95.559    85.224     2.166
  338.47   58.00     95.764    70.262     0.996
  338.47   59.00     95.853    62.505     1.671
  338.47   60.00     95.804    66.408     1.594
  338.47   61.00     95.747    84.282     2.707
  338.47   62.00     95.741    95.518     1.808
  338.47   63.00     95.817    63.361     2.336
  338.47   64.00     95.886    31.625     1.487
  338.47   65.00     95.899    18.345     0.637
  338.47   66.00     95.849     3.282     1.729
  338.47   67.00     95.925    -4.784     2.307
  338.47   68.00     96.034    -9.057     2.413
  338.47   69.00     96.077   -11.785     1.570
  338.47   70.00     95.997   -11.491     2.204
  338.47   71.00     95.909    -8.554     2.002
  338.47   72.00     95.832    -0.843     2.678
  338.47   73.00     95.805    11.668     1.358
  338.47   74.00     95.828    32.332     1.102
  338.47   75.00     95.864    74.366     1.435
  338.47   76.00     95.867    79.622     1.534
  338.47   77.00     95.836    35.765     2.040
  338.47   78.00     95.787    13.215     1.610
  338.47   79.00     95.771     9.640     1.155
  338.47   80.00     95.697    10.388     1.769
  338.47   81.00     95.547    21.563     1.515
  338.47   82.00     95.380    33.098     1.743
  338.47   83.00     95.362    42.318     1.887
  338.47   84.00     95.393    66.181     1.379
  338.47   85.00     95.462    96.867     0.977
  338.47   86.00     95.592    89.340     0.791
  338.47   87.00     95.657    46.783     1.480
  338.47   88.00     95.719    17.203     0.974
  338.47   89.00     95.809     8.702     1.183
  338.47   90.00     95.903     0.030     1.380

Pressure level 295.5954 mbar
pressure latitude  temperature  wind   wind-uncertainty
  295.60  -90.00     95.899    -6.730     2.219
  295.60  -89.00     95.904   100.614     1.652
  295.60  -88.00     96.025   145.628     1.396
  295.60  -87.00     95.974   142.568     1.400
  295.60  -86.00     95.931   129.360     1.862
  295.60  -85.00     95.682   113.178     2.309
  295.60  -84.00     95.579    86.063     1.486
  295.60  -83.00     95.496    55.515     2.263
  295.60  -82.00     95.465    39.548     1.343
  295.60  -81.00     95.417    26.729     1.796
  295.60  -80.00     95.131    15.781     1.810
  295.60  -79.00     95.107     6.528     1.427
  295.60  -78.00     95.115     3.038     1.596
  295.60  -77.00     95.316    -0.017     1.994
  295.60  -76.00     95.373     0.801     1.954
  295.60  -75.00     95.594     3.760     3.696
  295.60  -74.00     95.938     9.934     2.406
  295.60  -73.00     96.114    20.106     2.554
  295.60  -72.00     96.182    41.285     2.614
  295.60  -71.00     96.185    83.558     2.055
  295.60  -70.00     96.174    86.523     1.426
  295.60  -69.00     96.138    44.494     1.436
  295.60  -68.00     96.148    18.910     1.670
  295.60  -67.00     96.237     1.059     2.668
  295.60  -66.00     96.382    -8.213     1.660
  295.60  -65.00     96.523   -13.710     2.209
  295.60  -64.00     96.604   -16.117     1.997
  295.60  -63.00     96.725   -13.340     2.496
  295.60  -62.00     96.817    -7.652     1.447
  295.60  -61.00     97.024    -1.576     1.492
  295.60  -60.00     97.219     6.691     2.246
  295.60  -59.00     97.361    14.279     2.743
  295.60  -58.00     97.465    25.507     3.478
  295.60  -57.00     97.499    83.977     3.787
  295.60  -56.00     97.399   140.197     2.272
  295.60  -55.00     97.206   135.001     3.105
  295.60  -54.00     96.988   113.732     3.756
  295.60  -53.00     97.070    95.213     3.115
  295.60  -52.00     97.242    73.289     2.662
  295.60  -51.00     97.398    51.952     2.004
  295.60  -50.00     97.584    34.273     2.444
  295.60  -49.00     97.855    24.589     2.064
  295.60  -48.00     98.167    22.501     2.056
  295.60  -47.00     98.445    30.914     2.076
  295.60  -46.00     98.671    47.185     2.895
  295.60  -45.00     98.787    70.815     3.033
  295.60  -44.00     98.641   100.799     2.492
  295.60  -43.00     98.287   126.097     2.871
  295.60  -42.00     97.949   128.984     2.912
  295.60  -41.00     97.689    89.157     1.384
  295.60  -40.00     97.607    51.922     2.220
  295.60  -39.00     97.780    24.305     2.879
  295.60  -38.00     98.032     8.757     3.376
  295.60  -37.00     98.281    -2.110     3.961
  295.60  -36.00     98.494    -7.308     3.026
  295.60  -35.00     98.615   -11.619     1.393
  295.60  -34.00     98.706   -11.632     1.787
  295.60  -33.00     98.895     0.195     2.634
  295.60  -32.00     99.078    20.323     2.119
  295.60  -31.00     99.209    44.552     2.056
  295.60  -30.00     99.214    52.898     3.484
  295.60  -29.00     99.087    62.262     3.302
  295.60  -28.00     98.868    80.809     3.973
  295.60  -27.00     98.631    78.186     2.684
  295.60  -26.00     98.537    62.422     2.526
  295.60  -25.00     98.614    61.176     3.034
  295.60  -24.00     98.717    75.390     4.754
  295.60  -23.00     98.843    96.519     1.855
  295.60  -22.00     98.961   111.301     4.557
  295.60  -21.00     99.089   127.147     2.123
  295.60  -20.00     99.272   138.198     3.694
  295.60  -19.00     99.473   159.024     3.367
  295.60  -18.00     99.629   177.478     6.052
  295.60  -17.00     99.773   205.790     4.475
  295.60  -16.00     99.919   225.139     7.240
  295.60  -15.00     99.982   239.984     5.174
  295.60  -14.00     99.986   254.143     6.894
  295.60  -13.00     99.803   273.508     6.020
  295.60  -12.00     99.364   298.987     9.144
  295.60  -11.00     98.706   322.891    13.256
  295.60  -10.00     97.924   334.898    10.812
  295.60   -9.00     97.033   344.188     8.419
  295.60   -8.00     96.150   345.166    13.287
  295.60   -7.00     95.265   342.443    14.696
  295.60   -6.00     94.412   333.961    12.410
  295.60   -5.00     93.666   321.684    12.712
  295.60   -4.00     93.076   308.584    22.738
  295.60   -3.00     92.648   297.115    22.174
  295.60   -2.00     92.356   288.403    23.796
  295.60   -1.00     92.190   348.066    26.215
  295.60    0.00     92.167   386.890    30.142
  295.60    1.00     92.307   354.539    34.070
  295.60    2.00     92.590   298.054    33.316
  295.60    3.00     92.994   301.193    31.363
  295.60    4.00     93.501   319.473    30.119
  295.60    5.00     94.101   334.650    30.484
  295.60    6.00     94.759   351.234    24.208
  295.60    7.00     95.408   363.962    12.978
  295.60    8.00     95.983   364.729    12.385
  295.60    9.00     96.547   354.023    13.510
  295.60   10.00     96.815   349.548     8.222
  295.60   11.00     96.865   332.890     9.850
  295.60   12.00     96.739   315.119     8.609
  295.60   13.00     96.481   303.150     6.820
  295.60   14.00     96.058   266.158     4.305
  295.60   15.00     95.554   240.105     4.719
  295.60   16.00     95.126   220.031     4.848
  295.60   17.00     94.703   204.185     7.356
  295.60   18.00     94.374   187.805     2.741
  295.60   19.00     94.183   170.113     4.467
  295.60   20.00     94.075   152.668     5.401
  295.60   21.00     93.966   131.800     7.658
  295.60   22.00     93.805   115.312     4.971
  295.60   23.00     93.588   100.728     4.090
  295.60   24.00     93.423    90.033     3.164
  295.60   25.00     93.299    77.405     4.596
  295.60   26.00     93.215    73.513     6.726
  295.60   27.00     93.205    73.512     3.092
  295.60   28.00     93.235    61.580     2.967
  295.60   29.00     93.250    59.538     3.281
  295.60   30.00     93.199    54.885     3.627
  295.60   31.00     92.978    32.207     3.089
  295.60   32.00     92.669     8.312     2.828
  295.60   33.00     92.397   -12.839     4.770
  295.60   34.00     92.119   -19.426     2.946
  295.60   35.00     91.891   -16.254     1.945
  295.60   36.00     91.723    -8.629     3.186
  295.60   37.00     91.617     1.971     4.600
  295.60   38.00     91.533    22.353     3.948
  295.60   39.00     91.541    52.361     3.455
  295.60   40.00     91.765    84.680     2.141
  295.60   41.00     92.144   123.835     2.370
  295.60   42.00     92.544   136.859     2.286
  295.60   43.00     92.841   119.801     2.552
  295.60   44.00     92.998    67.574     1.830
  295.60   45.00     93.053    45.644     4.238
  295.60   46.00     93.064    24.236     1.537
  295.60   47.00     93.074    14.473     1.835
  295.60   48.00     93.061     5.290     2.083
  295.60   49.00     93.004    -0.978     3.946
  295.60   50.00     92.885    -2.498     2.921
  295.60   51.00     92.677     2.327     1.875
  295.60   52.00     92.498    12.779     1.649
  295.60   53.00     92.426    28.859     2.484
  295.60   54.00     92.405    47.781     2.106
  295.60   55.00     92.452    70.670     1.356
  295.60   56.00     92.493    89.555     1.165
  295.60   57.00     92.618    85.088     2.416
  295.60   58.00     92.785    70.123     1.112
  295.60   59.00     92.844    62.306     1.873
  295.60   60.00     92.778    66.258     1.658
  295.60   61.00     92.711    84.278     2.997
  295.60   62.00     92.728    95.602     2.203
  295.60   63.00     92.892    63.473     2.495
  295.60   64.00     93.028    31.633     1.930
  295.60   65.00     93.047    18.331     1.265
  295.60   66.00     92.958     3.281     1.779
  295.60   67.00     92.938    -4.830     2.435
  295.60   68.00     92.972    -9.110     2.451
  295.60   69.00     92.985   -11.791     1.990
  295.60   70.00     92.905   -11.481     2.350
  295.60   71.00     92.820    -8.538     2.375
  295.60   72.00     92.748    -0.744     2.748
  295.60   73.00     92.739    11.821     2.218
  295.60   74.00     92.806    32.377     1.516
  295.60   75.00     92.919    74.218     1.776
  295.60   76.00     93.012    79.507     2.039
  295.60   77.00     93.045    35.838     2.770
  295.60   78.00     92.994    13.315     2.069
  295.60   79.00     92.949     9.763     1.454
  295.60   80.00     92.826    10.598     2.171
  295.60   81.00     92.636    21.825     1.824
  295.60   82.00     92.448    33.251     2.008
  295.60   83.00     92.409    42.283     2.526
  295.60   84.00     92.437    66.018     1.582
  295.60   85.00     92.542    96.655     1.053
  295.60   86.00     92.810    89.178     0.948
  295.60   87.00     92.905    46.722     1.754
  295.60   88.00     93.108    17.182     1.021
  295.60   89.00     93.420     8.661     1.211
  295.60   90.00     93.753     0.020     1.459

Pressure level 258.1457 mbar
pressure latitude  temperature  wind   wind-uncertainty
  258.15  -90.00     94.223    -6.740     2.568
  258.15  -89.00     94.413   100.297     1.758
  258.15  -88.00     94.708   145.467     1.584
  258.15  -87.00     94.668   142.585     1.899
  258.15  -86.00     94.649   129.345     2.277
  258.15  -85.00     94.386   113.158     2.439
  258.15  -84.00     94.256    86.030     1.806
  258.15  -83.00     94.155    55.437     2.496
  258.15  -82.00     94.145    39.401     1.490
  258.15  -81.00     94.108    26.582     2.161
  258.15  -80.00     93.799    15.634     1.940
  258.15  -79.00     93.806     6.475     1.454
  258.15  -78.00     93.860     3.056     1.786
  258.15  -77.00     94.113     0.024     2.231
  258.15  -76.00     94.165     0.934     2.046
  258.15  -75.00     94.382     4.077     3.822
  258.15  -74.00     94.719    10.226     2.473
  258.15  -73.00     94.878    20.213     2.666
  258.15  -72.00     94.948    41.373     2.783
  258.15  -71.00     94.940    83.653     2.111
  258.15  -70.00     94.886    86.629     1.760
  258.15  -69.00     94.811    44.652     1.604
  258.15  -68.00     94.800    19.080     2.056
  258.15  -67.00     94.901     1.262     3.029
  258.15  -66.00     95.073    -8.014     1.940
  258.15  -65.00     95.238   -13.605     2.266
  258.15  -64.00     95.342   -16.121     2.225
  258.15  -63.00     95.493   -13.297     2.896
  258.15  -62.00     95.570    -7.447     1.638
  258.15  -61.00     95.772    -1.307     1.724
  258.15  -60.00     95.986     6.920     2.824
  258.15  -59.00     96.162    14.497     2.845
  258.15  -58.00     96.311    25.786     3.598
  258.15  -57.00     96.363    84.128     4.056
  258.15  -56.00     96.210   140.072     2.392
  258.15  -55.00     95.918   134.796     3.571
  258.15  -54.00     95.590   113.683     4.778
  258.15  -53.00     95.634    95.331     3.791
  258.15  -52.00     95.771    73.426     2.809
  258.15  -51.00     95.929    52.240     2.738
  258.15  -50.00     96.137    34.897     3.161
  258.15  -49.00     96.455    25.560     2.516
  258.15  -48.00     96.853    23.513     2.477
  258.15  -47.00     97.225    31.540     2.639
  258.15  -46.00     97.504    47.316     3.160
  258.15  -45.00     97.587    70.500     3.113
  258.15  -44.00     97.379   100.180     2.694
  258.15  -43.00     96.980   125.376     3.292
  258.15  -42.00     96.599   128.061     3.189
  258.15  -41.00     96.253    88.301     1.730
  258.15  -40.00     96.086    51.703     2.353
  258.15  -39.00     96.259    24.896     3.281
  258.15  -38.00     96.542     9.439     3.493
  258.15  -37.00     96.833    -1.763     4.396
  258.15  -36.00     97.098    -7.137     3.839
  258.15  -35.00     97.278   -11.321     1.653
  258.15  -34.00     97.430   -11.010     2.687
  258.15  -33.00     97.721     0.971     3.368
  258.15  -32.00     97.925    20.912     2.372
  258.15  -31.00     98.010    44.717     2.338
  258.15  -30.00     97.980    52.762     3.566
  258.15  -29.00     97.807    61.870     3.404
  258.15  -28.00     97.537    79.912     4.013
  258.15  -27.00     97.223    77.255     3.471
  258.15  -26.00     97.113    62.278     3.734
  258.15  -25.00     97.245    61.664     3.325
  258.15  -24.00     97.416    76.079     5.175
  258.15  -23.00     97.605    97.262     2.615
  258.15  -22.00     97.786   112.180     5.233
  258.15  -21.00     97.990   127.964     2.456
  258.15  -20.00     98.232   139.243     4.294
  258.15  -19.00     98.491   160.229     4.066
  258.15  -18.00     98.725   179.038     6.301
  258.15  -17.00     98.979   207.136     5.163
  258.15  -16.00     99.210   226.134     7.890
  258.15  -15.00     99.332   240.762     5.422
  258.15  -14.00     99.346   254.147     8.247
  258.15  -13.00     99.124   271.687     7.575
  258.15  -12.00     98.618   294.692     9.363
  258.15  -11.00     97.848   316.462    13.799
  258.15  -10.00     96.949   327.736    12.457
  258.15   -9.00     95.869   336.008     9.028
  258.15   -8.00     94.824   335.632    13.624
  258.15   -7.00     93.801   331.273    14.983
  258.15   -6.00     92.846   321.527    13.778
  258.15   -5.00     92.046   308.960    14.767
  258.15   -4.00     91.445   295.900    30.308
  258.15   -3.00     91.038   284.199    30.562
  258.15   -2.00     90.783   276.987    30.981
  258.15   -1.00     90.644   351.786    33.291
  258.15    0.00     90.628   387.269    36.390
  258.15    1.00     90.751   351.273    39.490
  258.15    2.00     91.018   283.247    39.068
  258.15    3.00     91.418   283.790    36.992
  258.15    4.00     91.938   304.515    35.618
  258.15    5.00     92.562   321.979    31.874
  258.15    6.00     93.266   339.955    28.482
  258.15    7.00     93.987   354.695    14.898
  258.15    8.00     94.650   357.261    12.622
  258.15    9.00     95.297   349.342    14.302
  258.15   10.00     95.677   347.733    10.578
  258.15   11.00     95.810   333.554    10.599
  258.15   12.00     95.683   317.087     9.156
  258.15   13.00     95.401   305.715     7.883
  258.15   14.00     94.886   269.641     6.192
  258.15   15.00     94.268   243.446     5.072
  258.15   16.00     93.719   223.454     6.590
  258.15   17.00     93.182   207.343     9.099
  258.15   18.00     92.767   190.185     4.198
  258.15   19.00     92.525   171.628     5.621
  258.15   20.00     92.366   153.619     5.843
  258.15   21.00     92.198   132.600     7.827
  258.15   22.00     92.016   116.158     5.121
  258.15   23.00     91.797   101.762     4.234
  258.15   24.00     91.626    91.047     3.469
  258.15   25.00     91.454    78.209     4.859
  258.15   26.00     91.323    73.840     6.891
  258.15   27.00     91.294    73.444     3.292
  258.15   28.00     91.321    61.494     3.111
  258.15   29.00     91.350    59.441     4.215
  258.15   30.00     91.331    55.043     5.292
  258.15   31.00     91.125    32.818     4.001
  258.15   32.00     90.799     9.260     3.377
  258.15   33.00     90.470   -11.729     4.898
  258.15   34.00     90.127   -18.395     3.014
  258.15   35.00     89.827   -15.346     2.241
  258.15   36.00     89.607    -7.957     3.335
  258.15   37.00     89.470     2.338     4.872
  258.15   38.00     89.329    22.374     4.254
  258.15   39.00     89.266    51.935     4.606
  258.15   40.00     89.422    83.799     2.427
  258.15   41.00     89.779   122.663     2.480
  258.15   42.00     90.233   135.798     2.484
  258.15   43.00     90.601   119.175     2.912
  258.15   44.00     90.783    67.588     2.237
  258.15   45.00     90.819    45.798     5.211
  258.15   46.00     90.779    24.487     1.961
  258.15   47.00     90.733    14.801     2.243
  258.15   48.00     90.684     5.656     2.424
  258.15   49.00     90.596    -0.793     4.269
  258.15   50.00     90.451    -2.432     3.301
  258.15   51.00     90.203     2.519     1.988
  258.15   52.00     89.973    13.073     1.772
  258.15   53.00     89.881    28.987     2.528
  258.15   54.00     89.887    47.633     2.166
  258.15   55.00     89.988    70.412     1.414
  258.15   56.00     90.070    89.371     1.346
  258.15   57.00     90.185    84.981     2.713
  258.15   58.00     90.313    69.983     1.211
  258.15   59.00     90.360    62.076     2.148
  258.15   60.00     90.318    66.077     1.858
  258.15   61.00     90.287    84.255     3.150
  258.15   62.00     90.357    95.617     2.313
  258.15   63.00     90.618    63.444     2.733
  258.15   64.00     90.791    31.468     2.161
  258.15   65.00     90.771    18.267     1.946
  258.15   66.00     90.595     3.319     2.455
  258.15   67.00     90.451    -4.766     2.619
  258.15   68.00     90.390    -9.042     2.602
  258.15   69.00     90.363   -11.706     2.382
  258.15   70.00     90.293   -11.432     2.487
  258.15   71.00     90.223    -8.502     3.106
  258.15   72.00     90.151    -0.634     2.845
  258.15   73.00     90.138    11.915     2.926
  258.15   74.00     90.228    32.273     2.396
  258.15   75.00     90.406    73.882     2.055
  258.15   76.00     90.585    79.261     2.231
  258.15   77.00     90.688    35.849     3.127
  258.15   78.00     90.650    13.424     2.219
  258.15   79.00     90.578     9.965     1.809
  258.15   80.00     90.419    10.897     2.313
  258.15   81.00     90.206    22.158     1.984
  258.15   82.00     89.995    33.415     2.729
  258.15   83.00     89.928    42.179     3.143
  258.15   84.00     89.948    65.736     1.724
  258.15   85.00     90.096    96.313     1.085
  258.15   86.00     90.521    88.886     1.027
  258.15   87.00     90.691    46.521     1.826
  258.15   88.00     91.058    16.981     1.222
  258.15   89.00     91.598     8.461     1.702
  258.15   90.00     92.168     0.010     1.566

Pressure level 225.4481 mbar
pressure latitude  temperature  wind   wind-uncertainty
  225.45  -90.00     93.124    -6.750     2.951
  225.45  -89.00     93.425   100.180     1.985
  225.45  -88.00     93.844   145.407     1.764
  225.45  -87.00     93.820   142.572     2.434
  225.45  -86.00     93.790   129.261     2.415
  225.45  -85.00     93.469   112.998     2.601
  225.45  -84.00     93.285    85.887     2.009
  225.45  -83.00     93.159    55.399     2.548
  225.45  -82.00     93.168    39.403     1.556
  225.45  -81.00     93.161    26.535     2.466
  225.45  -80.00     92.881    15.587     2.222
  225.45  -79.00     92.921     6.483     1.504
  225.45  -78.00     93.010     3.083     1.972
  225.45  -77.00     93.305     0.075     2.271
  225.45  -76.00     93.351     1.067     2.203
  225.45  -75.00     93.520     4.213     3.922
  225.45  -74.00     93.799    10.348     2.567
  225.45  -73.00     93.907    20.279     2.882
  225.45  -72.00     93.959    41.540     2.981
  225.45  -71.00     93.930    83.788     2.240
  225.45  -70.00     93.837    86.665     2.110
  225.45  -69.00     93.739    44.652     1.925
  225.45  -68.00     93.725    19.140     2.300
  225.45  -67.00     93.831     1.446     3.235
  225.45  -66.00     94.005    -7.764     2.133
  225.45  -65.00     94.171   -13.401     2.417
  225.45  -64.00     94.293   -15.985     2.286
  225.45  -63.00     94.478   -13.174     3.013
  225.45  -62.00     94.562    -7.223     1.827
  225.45  -61.00     94.764    -0.988     1.891
  225.45  -60.00     95.001     7.238     3.276
  225.45  -59.00     95.218    14.804     3.027
  225.45  -58.00     95.405    26.102     4.011
  225.45  -57.00     95.446    84.217     4.144
  225.45  -56.00     95.206   139.797     2.684
  225.45  -55.00     94.794   134.453     3.794
  225.45  -54.00     94.368   113.497     4.876
  225.45  -53.00     94.360    95.269     3.906
  225.45  -52.00     94.477    73.455     2.905
  225.45  -51.00     94.644    52.509     3.512
  225.45  -50.00     94.878    35.584     3.706
  225.45  -49.00     95.255    26.711     2.866
  225.45  -48.00     95.720    24.793     2.806
  225.45  -47.00     96.160    32.422     2.814
  225.45  -46.00     96.480    47.574     3.982
  225.45  -45.00     96.530    70.163     3.274
  225.45  -44.00     96.277    99.450     2.893
  225.45  -43.00     95.864   124.494     4.096
  225.45  -42.00     95.455   126.931     3.406
  225.45  -41.00     95.049    87.173     2.033
  225.45  -40.00     94.835    51.302     2.727
  225.45  -39.00     95.010    25.460     3.384
  225.45  -38.00     95.295    10.131     3.557
  225.45  -37.00     95.578    -1.327     4.700
  225.45  -36.00     95.857    -6.744     4.675
  225.45  -35.00     96.086   -10.810     2.949
  225.45  -34.00     96.293   -10.228     3.432
  225.45  -33.00     96.634     1.812     4.153
  225.45  -32.00     96.829    21.336     3.174
  225.45  -31.00     96.857    44.639     2.850
  225.45  -30.00     96.782    52.472     4.054
  225.45  -29.00     96.577    61.372     3.734
  225.45  -28.00     96.283    78.895     4.087
  225.45  -27.00     95.930    76.233     3.679
  225.45  -26.00     95.803    62.230     3.989
  225.45  -25.00     95.968    62.390     3.550
  225.45  -24.00     96.201    77.026     5.821
  225.45  -23.00     96.436    98.303     3.146
  225.45  -22.00     96.684   113.397     5.529
  225.45  -21.00     96.976   129.112     2.839
  225.45  -20.00     97.280   140.577     6.155
  225.45  -19.00     97.592   161.845     4.987
  225.45  -18.00     97.902   181.302     6.743
  225.45  -17.00     98.287   209.221     5.462
  225.45  -16.00     98.642   227.619     8.347
  225.45  -15.00     98.857   241.739     5.759
  225.45  -14.00     98.908   254.025     9.714
  225.45  -13.00     98.695   269.480     9.028
  225.45  -12.00     98.192   289.654     9.808
  225.45  -11.00     97.362   308.987    14.292
  225.45  -10.00     96.378   319.325    14.067
  225.45   -9.00     95.135   326.348     9.715
  225.45   -8.00     93.960   324.539    15.000
  225.45   -7.00     92.841   318.649    15.305
  225.45   -6.00     91.839   308.025    14.426
  225.45   -5.00     91.048   295.849    15.352
  225.45   -4.00     90.489   283.702    35.962
  225.45   -3.00     90.137   272.874    36.712
  225.45   -2.00     89.933   275.373    37.965
  225.45   -1.00     89.822   358.251    39.241
  225.45    0.00     89.799   387.646    40.589
  225.45    1.00     89.881   350.011    41.937
  225.45    2.00     90.094   273.831    41.005
  225.45    3.00     90.436   267.409    39.040
  225.45    4.00     90.897   289.861    37.272
  225.45    5.00     91.470   308.903    32.728
  225.45    6.00     92.146   327.726    32.366
  225.45    7.00     92.880   344.356    17.297
  225.45    8.00     93.589   348.851    13.471
  225.45    9.00     94.286   344.105    15.353
  225.45   10.00     94.756   345.559    13.366
  225.45   11.00     94.957   333.812    11.114
  225.45   12.00     94.816   318.936    10.239
  225.45   13.00     94.507   308.662     8.649
  225.45   14.00     93.920   273.853     7.394
  225.45   15.00     93.210   247.646     5.459
  225.45   16.00     92.560   227.633     8.045
  225.45   17.00     91.934   210.985     9.860
  225.45   18.00     91.438   192.865     5.572
  225.45   19.00     91.136   173.381     6.170
  225.45   20.00     90.933   154.764     5.956
  225.45   21.00     90.723   133.559     8.099
  225.45   22.00     90.534   117.158     5.509
  225.45   23.00     90.323   102.871     4.387
  225.45   24.00     90.134    92.060     4.162
  225.45   25.00     89.912    79.043     5.303
  225.45   26.00     89.744    74.209     7.013
  225.45   27.00     89.700    73.408     3.447
  225.45   28.00     89.721    61.356     3.569
  225.45   29.00     89.759    59.194     4.474
  225.45   30.00     89.759    55.087     5.691
  225.45   31.00     89.566    33.403     4.739
  225.45   32.00     89.225    10.262     4.243
  225.45   33.00     88.847   -10.463     5.682
  225.45   34.00     88.450   -17.126     3.604
  225.45   35.00     88.087   -14.208     2.695
  225.45   36.00     87.822    -7.083     3.437
  225.45   37.00     87.649     2.908     4.944
  225.45   38.00     87.465    22.580     4.552
  225.45   39.00     87.356    51.664     5.522
  225.45   40.00     87.454    83.014     2.675
  225.45   41.00     87.779   121.406     2.544
  225.45   42.00     88.267   134.528     2.546
  225.45   43.00     88.686   118.446     3.089
  225.45   44.00     88.887    67.714     2.614
  225.45   45.00     88.912    46.179     5.465
  225.45   46.00     88.826    24.956     2.225
  225.45   47.00     88.727    15.259     2.377
  225.45   48.00     88.640     6.092     2.810
  225.45   49.00     88.508    -0.528     4.464
  225.45   50.00     88.332    -2.286     3.496
  225.45   51.00     88.063     2.781     2.088
  225.45   52.00     87.803    13.408     1.861
  225.45   53.00     87.700    29.087     2.602
  225.45   54.00     87.727    47.437     2.179
  225.45   55.00     87.865    70.135     1.498
  225.45   56.00     87.987    89.187     1.396
  225.45   57.00     88.100    84.885     2.815
  225.45   58.00     88.203    69.843     1.258
  225.45   59.00     88.265    61.826     2.287
  225.45   60.00     88.290    65.857     2.177
  225.45   61.00     88.329    84.182     3.251
  225.45   62.00     88.446    95.522     2.503
  225.45   63.00     88.765    63.283     2.997
  225.45   64.00     88.936    31.223     2.356
  225.45   65.00     88.847    18.252     2.371
  225.45   66.00     88.575     3.456     3.058
  225.45   67.00     88.319    -4.532     2.788
  225.45   68.00     88.167    -8.785     2.827
